female,wjtest01,wjtest07,wjtest10,wmtest01,wmtest07,wmtest10,childs_language,daycare_home_age,daycare_home_duration,daycare_center_age,daycare_center_duration,headstart_age,headstart_duration,tpsprek_age,tpsprek_duration,prek_age,prek_duration,birth_city,birth_state,birth_country,respondent_birth_city,respondent_birth_state,respondent_birth_country,respondent_move,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,q1,q2,q3,q4,lastyrpk,lastyrhs,contxt1,contxt2,contxt3,contxt4,contxt5,contxt6,contxt7,contxt8,contxt9,contxt10,contxt11,contxt12,contxt13,contxt14,contxt15,contxt16,contxt17,contxt18,contxt19,contxt20,contxt21,contxt22,contxt23,contxt24,hs3yralum,ID,race,cohort,fullday0506,fullday0607,tpslunch0506,tpslunch0607,caphslunch0506,caphslunch0607,age,cutoff,langsurvey,psurvey,relative,health,medvisit,dentvisit,insurance,daycare_home,daycare_center,headstart,tpsprek,prek,internet,books,marital,father,respondent_education,spouse_education,momeduc,school_0607,school_0506,school_0405,teach_0607,teach_0506,white,black,hispanic,racecat4,racecat5,racecat6,other,freelunch
1,12,4,18,,,,English,2,.25,3,.25,99,99,99,99,99,99,Tulsa,OK,USA,Hobart,OK,USA,99,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Agree,Disagree,Agree,Agree,No,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,4562,Black,Pre-K Entrant,,Full day,,Free lunch,,,-181,0,English,Yes,Biological mother,Excellent,Less than 6 months,Less than 6 months,Yes,Yes,Yes,No,No,No,No,Enough to fill 1 bookcase (26-100),Never Married,No,High school graduate,High school graduate,High school or GED,18,,,227,,0,1,0,0,0,0,0,1
1,7,5,10,,,,English,99,99,99,99,99,99,99,99,99,99,Tulsa,OK,USA,Oklahoma City,OK,USA,99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,5792,Black,Pre-K Entrant,,Full day,,Reduced price lunch,,,-41,0,English,Yes,Biological mother,Good,6 months to a year,Never,Yes,No,No,No,No,No,No,Enough to fill 1 bookcase (26-100),Married,Yes,College degree (4 yr),Some college,College degree,18,,,227,,0,1,0,0,0,0,0,0
1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Strongly agree,Disagree,Strongly agree,Agree,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,5742,Black,Pre-K Entrant,,Full day,,Free lunch,,,-303,0,,No,,,,,,,,,,,,,,,,,,18,,,227,,0,1,0,0,0,0,0,1
1,3,5,9,,,,English,99,99,.5,3,99,99,99,99,99,99,St. Louis,MO,USA,Parsons,KS,USA,99,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Agree,Disagree,Agree,Agree,No,No,0,0,1,0,1,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,No,4508,Black,Pre-K Entrant,,Full day,,Full price lunch,,,-85,0,English,Yes,Biological mother,Very good,6 months to a year,Never,Yes,No response,Yes,No response,No response,No response,Yes,Enough to fill 1 shelf (11-25),Never Married,No,College degree (4 yr),No response,College degree,18,,,227,,0,1,0,0,0,0,0,0
1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Agree,Disagree,Strongly agree,Agree,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,5750,White,Pre-K Entrant,,Full day,,Reduced price lunch,,,-31,0,,No,,,,,,,,,,,,,,,,,,18,,,227,,1,0,0,0,0,0,0,0
1,20,15,23,,,,English,99,99,99,99,99,99,4,1,99,99,Shawnee,OK,USA,Shawnee,OK,USA,99,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Agree,,,,Yes,No,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,1289,Native American,K Entrant,Half day,Full day,Free lunch,Free lunch,,,285,1,English,Yes,Biological mother,Excellent,Less than 6 months,Less than 6 months,Yes,No,No,No,Yes,No,Yes,Enough to fill 1 bookcase (26-100),Married,Yes,GED,High school graduate,High school or GED,65,65,,228,183,0,0,0,0,1,0,1,1
0,9,4,9,,,,English,.1538,2.5,2.5,4,99,99,4,1,99,99,Tulsa,OK,USA,Tulsa,OK,USA,99,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Agree,,,Yes,No,1,0,1,1,0,2,0,1,1,0,1,1,0,2,2,0,2,2,1,1,2,1,0,0,No,1384,White,K Entrant,Half day,Full day,Free lunch,Free lunch,,,41,1,English,Yes,Biological mother,Very good,Less than 6 months,6 months to a year,Yes,Yes,Yes,No response,Yes,No response,No,Enough to fill 1 bookcase (26-100),Never Married,No,High school graduate,No response,High school or GED,65,65,,228,183,1,0,0,0,0,0,0,1
0,6,5,16,,,,English,99,99,99,99,99,99,4,1,99,99,Tulsa,OK,USA,Marrero,LA,USA,99,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Strongly agree,,,Yes,No,1,0,1,1,1,2,0,1,1,1,1,1,2,2,3,1,1,2,1,2,2,1,0,0,No,1388,White,K Entrant,Half day,Full day,Reduced price lunch,Reduced price lunch,,,205,1,English,Yes,Biological mother,Good,6 months to a year,1 year to 2 years,Yes,No,No,No,Yes,No,Yes,Enough to fill 1 bookcase (26-100),Married,Yes,Some college,Some college,Some college,65,65,,228,183,1,0,0,0,0,0,0,0
1,18,15,13,,,,English,99,99,99,99,99,99,99,99,99,99,Tulsa,OK,USA,Tulsa,OK,USA,99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Agree,,,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,1292,Black,K Entrant,Half day,Full day,Full price lunch,Full price lunch,,,148,1,English,Yes,Biological mother,Excellent,Less than 6 months,Less than 6 months,Yes,No,No,No,Yes,No,Yes,Enough to fill 2 bookcases (101-200),Married,Yes,Associate's degree,Some college,Some college,65,65,,228,183,0,1,0,0,0,0,0,0
1,12,11,20,,,,English,.2308,5,99,99,99,99,4,1,99,99,Tulsa,OK,USA,Tulsa,OK,USA,99,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Agree,,,,Yes,No,0,0,1,1,1,2,1,1,0,0,0,0,0,0,0,1,0,1,0,2,1,1,0,0,No,1958,Native American,K Entrant,Half day,Full day,Full price lunch,Full price lunch,,,93,1,English,Yes,Biological mother,Excellent,Less than 6 months,Less than 6 months,Yes,Yes,No,No,Yes,No,Yes,Enough to fill 1 bookcase (26-100),Separated,No,Some college,Some college,Some college,65,65,,228,183,0,0,0,0,1,0,1,0
0,2,7,10,2,6,18,English,99,99,2,2,99,99,4,1,99,99,Anaheim,CA,USA,No Response,No Response,No Response,1998,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Agree,,,Yes,No,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,2,2,1,2,2,2,0,0,No,1374,Hispanic,K Entrant,Half day,Full day,Free lunch,Reduced price lunch,,,149,1,English,Yes,Biological mother,Excellent,Less than 6 months,Never,Yes,No response,Yes,No response,Yes,No response,Yes,Enough to fill 1 shelf (11-25),Never Married,Yes,Some high school,High school graduate,No high school or GED,65,65,,228,183,0,0,1,0,0,0,0,0
1,13,12,16,,,,English,99,99,99,99,99,99,99,99,99,99,No Response,No Response,No Response,No Response,No Response,No Response,99,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,Agree,,Yes,No,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No,1346,White,K Entrant,Half day,Full day,Full price lunch,Full price lunch,,,108,1,English,Yes,Biological mother,Excellent,Less than 6 months,6 months to a year,Yes,No,Yes,Yes,Yes,No,No response,No Response,No response,No response,No response,No response,,65,65,,228,183,1,0,0,0,0,0,0,0
0,14,11,9,,,,English,4,1,2,2,99,99,4,1,99,99,Tulsa,OK,USA,Philadelphia,PA,USA,99,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Agree,Disagree,Agree,Agree,Yes,No,0,0,0,0,0,1,0,1,0,1,1,1,1,0,2,0,1,2,0,0,0,2,0,0,No,2532,Black,K Entrant,Full day,Full day,Free lunch,Free lunch,,,59,1,English,Yes,Biological mother,Very good,Less than 6 months,Less than 6 months,Yes,Yes,Yes,No,Yes,No,Yes,Enough to fill 1 shelf (11-25),Never Married,Yes,High school graduate,Some college,High school or GED,61,61,,229,319,0,1,0,0,0,0,0,1
0,4,5,8,3,5,8,English,99,99,99,99,3,1,4,1,99,99,Tulsa,OK,USA,Victoria,No Response,Mexico,1998,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Strongly disagree,Agree,Disagree,Disagree,Yes,No,0,0,1,0,0,1,0,2,0,1,1,1,0,2,2,0,0,2,0,2,1,1,0,0,Yes,1474,Hispanic,K Entrant,Full day,Full day,Free lunch,Free lunch,,,12,1,Spanish,Yes,Biological mother,Excellent,Less than 6 months,Less than 6 months,Yes,No,No,Yes,Yes,No response,No,Enough to fill 1 bookcase (26-100),Never Married,Yes,High school graduate,8th grade or less,High school or GED,61,61,24,229,319,0,0,1,0,0,0,0,1
0,10,10,18,,,,English,99,99,1,4,99,99,99,99,99,99,Tulsa,OK,USA,Tulsa,OK,USA,99,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Agree,Disagree,Disagree,Disagree,Yes,No,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,2,0,0,No,2647,White,K Entrant,Half day,Full day,,Free lunch,,,355,1,English,Yes,Biological mother,Excellent,6 months to a year,1 year to 2 years,Yes,No response,Yes,No response,No response,No response,No,Enough to fill 1 bookcase (26-100),Never Married,No,Some college,No response,Some college,61,6,,229,326,1,0,0,0,0,0,0,1
0,8,10,15,,,,English,99,99,4,.83329999,99,99,4,1,99,99,Tulsa,OK,USA,Tulsa,OK,USA,99,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Agree,Disagree,Agree,Agree,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,1516,White,K Entrant,Full day,Full day,Free lunch,Free lunch,,,63,1,English,Yes,Biological mother,Excellent,6 months to a year,Less than 6 months,Yes,No,Yes,No,Yes,No,No,Enough to fill 1 shelf (11-25),Married,No,Some college,Some high school,Some college,61,61,,229,319,1,0,0,0,0,0,0,1
1,12,9,14,,,,English,99,.25,99,99,99,99,4.5,1,99,99,Tulsa,OK,USA,Tulsa,OK,USA,99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Agree,Disagree,Agree,Agree,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,1472,White,K Entrant,Full day,Full day,Free lunch,Free lunch,,,288,1,English,Yes,Biological mother,Very good,Less than 6 months,Less than 6 months,Yes,Yes,No response,No response,Yes,No response,Yes,Enough to fill 1 shelf (11-25),Married,Yes,GED,Some high school,High school or GED,61,61,,229,319,1,0,0,0,0,0,0,1
0,15,12,19,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Disagree,Agree,Agree,Agree,Yes,No,1,0,1,0,1,1,1,2,1,2,1,1,0,1,2,1,0,2,0,2,3,2,0,0,No,1486,Black,K Entrant,Full day,Full day,Free lunch,Free lunch,,,200,1,,No,,,,,,,,,,,,,,,,,,61,61,,229,319,0,1,0,0,0,0,0,1
0,1,6,10,2,4,7,Spanish,99,3,99,99,99,99,99,1,99,99,Tulsa,OK,USA,Guadalajara,No Response,Mexico,1999,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Disagree,Strongly agree,Disagree,Disagree,Yes,No,0,0,1,1,1,1,1,1,0,0,2,1,1,1,1,0,0,0,0,1,0,1,0,0,No,1363,Hispanic,K Entrant,Full day,Full day,Free lunch,Free lunch,,,258,1,Spanish,Yes,Biological mother,Excellent,More than 2 years,Less than 6 months,Yes,Yes,No,No,Yes,No,No,None or few (0-10),Married,Yes,GED,Some high school,High school or GED,61,52,,229,332,0,0,1,0,0,0,0,1
1,8,11,17,,,,English,99,99,99,99,99,99,4,1,99,99,Idabel,OK,USA,Las Vegas,NV,USA,99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,1208,White,K Entrant,Half day,Full day,Full price lunch,Reduced price lunch,,,344,1,English,Yes,Biological father,Excellent,Less than 6 months,Less than 6 months,Yes,No,Yes,No response,Yes,No,No,Enough to fill 1 bookcase (26-100),Married,Yes,High school graduate,Associate's degree,Some college,61,39,,229,177,1,0,0,0,0,0,0,0
1,13,8,11,,,,English,99,99,.66670001,2,.66670001,2,4,1,99,99,Tulsa,OK,USA,Claremore,OK,USA,99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Disagree,Agree,Disagree,Disagree,Yes,No,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,2,1,0,0,0,0,0,No,44,Native American,K Entrant,Full day,Full day,Free lunch,Free lunch,,,203,1,English,Yes,Biological mother,Good,6 months to a year,Less than 6 months,Yes,No,Yes,Yes,Yes,No,No,Enough to fill 1 shelf (11-25),Never Married,No,Some high school,8th grade or less,No high school or GED,61,61,,229,319,0,0,0,0,1,0,1,1
1,22,17,23,14,20,22,Spanish,99,99,99,99,99,99,99,99,3,1,Tulsa,OK,USA,J. Agustin Castro,No Response,Mexico,1995,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,2952,Hispanic,K Entrant,Full day,Full day,Reduced price lunch,Reduced price lunch,,,176,1,Spanish,Yes,Biological mother,Excellent,Less than 6 months,6 months to a year,Yes,No,No,No,No,Yes,Yes,Enough to fill 1 bookcase (26-100),Married,Yes,Some college,GED,Some college,61,61,,229,319,0,0,1,0,0,0,0,0
0,15,13,19,,,,English,99,99,99,99,99,99,99,99,99,99,Tulsa,OK,USA,Muskogee,OK,USA,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,No,372,White,K Entrant,Half day,Full day,Full price lunch,Full price lunch,,,137,1,English,Yes,Biological mother,Very good,Less than 6 months,Less than 6 months,Yes,No,No,Yes,Yes,Yes,Yes,Enough to fill 1 bookcase (26-100),Married,Yes,Associate's degree,College degree (4 yr),Some college,51,51,,230,93,1,0,0,0,0,0,0,0
